SYSTEM,TAG NUMBER,DESCRIPTION,reduced_tag,reduced_desc,col,unit,comment,ENG UNIT,tag_desc_uom
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT006,MTM TEMP IN FINAL SH,APP1.HAH53CT006,MTM TEMP IN FINAL SH,APP1.HAH53CT006_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT006_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT007,MTM TEMP IN FINAL SH,APP1.HAH53CT007,MTM TEMP IN FINAL SH,APP1.HAH53CT007_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT007_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT008,MTM TEMP IN FINAL SH,APP1.HAH53CT008,MTM TEMP IN FINAL SH,APP1.HAH53CT008_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT008_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT009,MTM TEMP IN FINAL SH,APP1.HAH53CT009,MTM TEMP IN FINAL SH,APP1.HAH53CT009_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT009_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT010,MTM TEMP IN FINAL SH,APP1.HAH53CT010,MTM TEMP IN FINAL SH,APP1.HAH53CT010_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT010_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT011,MTM TEMP IN FINAL SH,APP1.HAH53CT011,MTM TEMP IN FINAL SH,APP1.HAH53CT011_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT011_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HAH53CT012,MTM TEMP IN FINAL SH,APP1.HAH53CT012,MTM TEMP IN FINAL SH,APP1.HAH53CT012_MTM TEMP IN FINAL SH,1,12,C,PCS01_APP1.GAI10HAH53CT012_MTM TEMP IN FINAL SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CP030,BACKPASS PRESSURE BEFORE ECO,APP1.HBK01CP030,BACKPASS PRESSURE BEFORE ECO,APP1.HBK01CP030_BACKPASS PRESSURE BEFORE ECO,1,12,mbar,PCS01_APP1.GAI10HBK01CP030_BACKPASS PRESSURE BEFORE ECO_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CP050,BACKPASS PRESSURE AFTER ECO,APP1.HBK01CP050,BACKPASS PRESSURE AFTER ECO,APP1.HBK01CP050_BACKPASS PRESSURE AFTER ECO,1,12,mbar,PCS01_APP1.GAI10HBK01CP050_BACKPASS PRESSURE AFTER ECO_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CT011,BACKPASS TEMP AFTER F SH,APP1.HBK01CT011,BACKPASS TEMP AFTER F SH,APP1.HBK01CT011_BACKPASS TEMP AFTER F SH,1,12,C,PCS01_APP1.GAI10HBK01CT011_BACKPASS TEMP AFTER F SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CT021,BACKPASS TEMP AFTER INT SH,APP1.HBK01CT021,BACKPASS TEMP AFTER INT SH,APP1.HBK01CT021_BACKPASS TEMP AFTER INT SH,1,12,C,PCS01_APP1.GAI10HBK01CT021_BACKPASS TEMP AFTER INT SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CT031,BACKPASS TEMP AFTER LT SH,APP1.HBK01CT031,BACKPASS TEMP AFTER LT SH,APP1.HBK01CT031_BACKPASS TEMP AFTER LT SH,1,12,C,PCS01_APP1.GAI10HBK01CT031_BACKPASS TEMP AFTER LT SH_C
BOILER UNIT 1,PCS01_APP1.GAI10HBK01CT042,BACKPASS TEMP AFTER ECO,APP1.HBK01CT042,BACKPASS TEMP AFTER ECO,APP1.HBK01CT042_BACKPASS TEMP AFTER ECO,1,12,C,PCS01_APP1.GAI10HBK01CT042_BACKPASS TEMP AFTER ECO_C
BOILER UNIT 1,PCS01_APP1.GAI10HCB10CF001,SOOT BLOWER STEAM FLOW,APP1.HCB10CF001,SOOT BLOWER STEAM FLOW,APP1.HCB10CF001_SOOT BLOWER STEAM FLOW,1,12,kg/hr,PCS01_APP1.GAI10HCB10CF001_SOOT BLOWER STEAM FLOW_kg/hr
BOILER UNIT 1,PCS01_APP1.GAI10HCB10CG010,SOOT BLOWER INLET PRV POSITION,APP1.HCB10CG010,SOOT BLOWER INLET PRV POSITION,APP1.HCB10CG010_SOOT BLOWER INLET PRV POSITION,1,12,%,PCS01_APP1.GAI10HCB10CG010_SOOT BLOWER INLET PRV POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HCB10CP001,SOOT BLOWER PRV OUTLET STEAM PRESSURE,APP1.HCB10CP001,SOOT BLOWER PRV OUTLET STEAM PRESSURE,APP1.HCB10CP001_SOOT BLOWER PRV OUTLET STEAM PRESSURE,1,12,barg,PCS01_APP1.GAI10HCB10CP001_SOOT BLOWER PRV OUTLET STEAM PRESSURE_barg
BOILER UNIT 1,PCS01_APP1.GAI10HCB10CT001,SOOT BLOWER PRV OUTLET STEAM TEMPERATURE,APP1.HCB10CT001,SOOT BLOWER PRV OUTLET STEAM TEMPERATURE,APP1.HCB10CT001_SOOT BLOWER PRV OUTLET STEAM TEMPERATURE,1,12,C,PCS01_APP1.GAI10HCB10CT001_SOOT BLOWER PRV OUTLET STEAM TEMPERATURE_C
BOILER UNIT 1,PCS01_APP1.GAI10HCB20CT001,SOOT BLOWER OUTLET TO CBD STEAM TEMPERATURE,APP1.HCB20CT001,SOOT BLOWER OUTLET TO CBD STEAM TEMPERATURE,APP1.HCB20CT001_SOOT BLOWER OUTLET TO CBD STEAM TEMPERATURE,1,12,C,PCS01_APP1.GAI10HCB20CT001_SOOT BLOWER OUTLET TO CBD STEAM TEMPERATURE_C
BOILER UNIT 1,PCS01_APP1.GAI10HDC01CT001,SEALPOT TEMP,APP1.HDC01CT001,SEALPOT TEMP,APP1.HDC01CT001_SEALPOT TEMP,1,12,C,PCS01_APP1.GAI10HDC01CT001_SEALPOT TEMP_C
BOILER UNIT 1,PCS01_APP1.GAI10HDF01CP001,CYCLONE TO SEALPOT PRESSURE,APP1.HDF01CP001,CYCLONE TO SEALPOT PRESSURE,APP1.HDF01CP001_CYCLONE TO SEALPOT PRESSURE,1,12,mBar,PCS01_APP1.GAI10HDF01CP001_CYCLONE TO SEALPOT PRESSURE_mBar
BOILER UNIT 1,PCS01_APP1.GAI10HHC01CG001,COMBUSTOR DRAIN VALVE 1 POSITION,APP1.HHC01CG001,COMBUSTOR DRAIN VALVE 1 POSITION,APP1.HHC01CG001_COMBUSTOR DRAIN VALVE 1 POSITION,1,12,%,PCS01_APP1.GAI10HHC01CG001_COMBUSTOR DRAIN VALVE 1 POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HHC01CG002,COMBUSTOR DRAIN VALVE 2 POSITION,APP1.HHC01CG002,COMBUSTOR DRAIN VALVE 2 POSITION,APP1.HHC01CG002_COMBUSTOR DRAIN VALVE 2 POSITION,1,12,%,PCS01_APP1.GAI10HHC01CG002_COMBUSTOR DRAIN VALVE 2 POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HHC01CP001,COMBUSTOR LOWER PRESSURE,APP1.HHC01CP001,COMBUSTOR LOWER PRESSURE,APP1.HHC01CP001_COMBUSTOR LOWER PRESSURE,1,12,mbar,PCS01_APP1.GAI10HHC01CP001_COMBUSTOR LOWER PRESSURE_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HHC01CP012,COMBUSTOR UPPER DP,APP1.HHC01CP012,COMBUSTOR UPPER DP,APP1.HHC01CP012_COMBUSTOR UPPER DP,1,12,mbar,PCS01_APP1.GAI10HHC01CP012_COMBUSTOR UPPER DP_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CE001,COAL DRAG CHAIN 1 CURRENT,APP1.HHE11CE001,COAL DRAG CHAIN 1 CURRENT,APP1.HHE11CE001_COAL DRAG CHAIN 1 CURRENT,1,12,Amps,PCS01_APP1.GAI10HHE11CE001_COAL DRAG CHAIN 1 CURRENT_Amps
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CE002,COAL ROTARY AIR FEEDER 1 CURRENT,APP1.HHE11CE002,COAL ROTARY AIR FEEDER 1 CURRENT,APP1.HHE11CE002_COAL ROTARY AIR FEEDER 1 CURRENT,1,12,Amps,PCS01_APP1.GAI10HHE11CE002_COAL ROTARY AIR FEEDER 1 CURRENT_Amps
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CL001,COAL BUNKER -I LEVEL,APP1.HHE11CL001,COAL BUNKER -I LEVEL,APP1.HHE11CL001_COAL BUNKER -I LEVEL,1,12,%,PCS01_APP1.GAI10HHE11CL001_COAL BUNKER -I LEVEL_%
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CL002,COAL BUNKER -I LEVEL,APP1.HHE11CL002,COAL BUNKER -I LEVEL,APP1.HHE11CL002_COAL BUNKER -I LEVEL,1,1,%,PCS01_APP1.GAI10HHE11CL002_COAL BUNKER -I LEVEL_%
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CS001SPARE,FUEL CHAIN CONVEYOR 1 SPEED TXR,APP1.HHE11CS001SPARE,FUEL CHAIN CONVEYOR 1 SPEED TXR,APP1.HHE11CS001SPARE_FUEL CHAIN CONVEYOR 1 SPEED TXR,1,12,%,PCS01_APP1.GAI10HHE11CS001SPARE_FUEL CHAIN CONVEYOR 1 SPEED TXR_%
BOILER UNIT 1,PCS01_APP1.GAI10HHE11CT001,FUEL TEMP AFTER FUEL CHAIN CONVEYOR 1,APP1.HHE11CT001,FUEL TEMP AFTER FUEL CHAIN CONVEYOR 1,APP1.HHE11CT001_FUEL TEMP AFTER FUEL CHAIN CONVEYOR 1,1,12,C,PCS01_APP1.GAI10HHE11CT001_FUEL TEMP AFTER FUEL CHAIN CONVEYOR 1_C
BOILER UNIT 1,PCS01_APP1.GAI10HHE12CE001,COAL DRAG CHAIN 2 CURRENT,APP1.HHE12CE001,COAL DRAG CHAIN 2 CURRENT,APP1.HHE12CE001_COAL DRAG CHAIN 2 CURRENT,1,12,Amps,PCS01_APP1.GAI10HHE12CE001_COAL DRAG CHAIN 2 CURRENT_Amps
BOILER UNIT 1,PCS01_APP1.GAI10HHE12CE002,COAL ROTARY AIR FEEDER 2 CURRENT,APP1.HHE12CE002,COAL ROTARY AIR FEEDER 2 CURRENT,APP1.HHE12CE002_COAL ROTARY AIR FEEDER 2 CURRENT,1,12,Amps,PCS01_APP1.GAI10HHE12CE002_COAL ROTARY AIR FEEDER 2 CURRENT_Amps
BOILER UNIT 1,PCS01_APP1.GAI10HHE12CS001SPARE,FUEL CHAIN CONVEYOR 2 SPEED TXR,APP1.HHE12CS001SPARE,FUEL CHAIN CONVEYOR 2 SPEED TXR,APP1.HHE12CS001SPARE_FUEL CHAIN CONVEYOR 2 SPEED TXR,1,12,%,PCS01_APP1.GAI10HHE12CS001SPARE_FUEL CHAIN CONVEYOR 2 SPEED TXR_%
BOILER UNIT 1,PCS01_APP1.GAI10HHE12CT001,FUEL TEMP AFTER FUEL CHAIN CONVEYOR 2,APP1.HHE12CT001,FUEL TEMP AFTER FUEL CHAIN CONVEYOR 2,APP1.HHE12CT001_FUEL TEMP AFTER FUEL CHAIN CONVEYOR 2,1,12,C,PCS01_APP1.GAI10HHE12CT001_FUEL TEMP AFTER FUEL CHAIN CONVEYOR 2_C
BOILER UNIT 1,PCS01_APP1.GAI10HJF11CF001,LDO SUB 1 FLOW,APP1.HJF11CF001,LDO SUB 1 FLOW,APP1.HJF11CF001_LDO SUB 1 FLOW,1,12,kg/hr,PCS01_APP1.GAI10HJF11CF001_LDO SUB 1 FLOW_kg/hr
BOILER UNIT 1,PCS01_APP1.GAI10HJF11CG030,SUB 1 FCV POSITION,APP1.HJF11CG030,SUB 1 FCV POSITION,APP1.HJF11CG030_SUB 1 FCV POSITION,1,12,%,PCS01_APP1.GAI10HJF11CG030_SUB 1 FCV POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJF11CP001,LDP PRESSURE AFTER SUB 1 FCV,APP1.HJF11CP001,LDP PRESSURE AFTER SUB 1 FCV,APP1.HJF11CP001_LDP PRESSURE AFTER SUB 1 FCV,1,12,barg,PCS01_APP1.GAI10HJF11CP001_LDP PRESSURE AFTER SUB 1 FCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJF12CF001,LDO SUB 2 FLOW,APP1.HJF12CF001,LDO SUB 2 FLOW,APP1.HJF12CF001_LDO SUB 2 FLOW,1,12,kg/hr,PCS01_APP1.GAI10HJF12CF001_LDO SUB 2 FLOW_kg/hr
BOILER UNIT 1,PCS01_APP1.GAI10HJF12CG030,SUB 2 FCV POSITION,APP1.HJF12CG030,SUB 2 FCV POSITION,APP1.HJF12CG030_SUB 2 FCV POSITION,1,12,%,PCS01_APP1.GAI10HJF12CG030_SUB 2 FCV POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJF12CP001,LDO PRESSURE AFTER SUB 2 FCV,APP1.HJF12CP001,LDO PRESSURE AFTER SUB 2 FCV,APP1.HJF12CP001_LDO PRESSURE AFTER SUB 2 FCV,1,12,barg,PCS01_APP1.GAI10HJF12CP001_LDO PRESSURE AFTER SUB 2 FCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJF13CF001,LDO FLOW BEFORE LANCES,APP1.HJF13CF001,LDO FLOW BEFORE LANCES,APP1.HJF13CF001_LDO FLOW BEFORE LANCES,1,12,kg/hr,PCS01_APP1.GAI10HJF13CF001_LDO FLOW BEFORE LANCES_kg/hr
BOILER UNIT 1,PCS01_APP1.GAI10HJF13CG030,LDO FCV POSITION BEFORE LANCES,APP1.HJF13CG,LDO FCV POSITION BEFORE LANCES,APP1.HJF13CG_LDO FCV POSITION BEFORE LANCES,1,12,%,PCS01_APP1.GAI10HJF13CG030_LDO FCV POSITION BEFORE LANCES_%
BOILER UNIT 1,PCS01_APP1.GAI10HJF13CP001,LDO PRESSURE FOR LANCES AFTER FCV,APP1.HJF13CP001,LDO PRESSURE FOR LANCES AFTER FCV,APP1.HJF13CP001_LDO PRESSURE FOR LANCES AFTER FCV,1,12,barg,PCS01_APP1.GAI10HJF13CP001_LDO PRESSURE FOR LANCES AFTER FCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJF14CP001SPARE,DP ACROSS SUCTION STRAINER,APP1.HJF14CP001SPARE,DP ACROSS SUCTION STRAINER,APP1.HJF14CP001SPARE_DP ACROSS SUCTION STRAINER,1,12,barg,PCS01_APP1.GAI10HJF14CP001SPARE_DP ACROSS SUCTION STRAINER_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJF18CG001,,APP1.HJF18CG001,SPARE,APP1.HJF18CG001_SPARE,1,12,,
BOILER UNIT 1,PCS01_APP1.GAI10HJG89CP001,SCANNER AIR PRESSURE TRANSMITTER,APP1.HJG89CP001,SCANNER AIR PRESSURE TRANSMITTER,APP1.HJG89CP001_SCANNER AIR PRESSURE TRANSMITTER,1,12,bar,PCS01_APP1.GAI10HJG89CP001_SCANNER AIR PRESSURE TRANSMITTER_bar
BOILER UNIT 1,PCS01_APP1.GAI10HJL10CG010,AIR CONTROL DAMPER SUB 1 POSITION,APP1.HJL10CG010,AIR CONTROL DAMPER SUB 1 POSITION,APP1.HJL10CG010_AIR CONTROL DAMPER SUB 1 POSITION,1,12,%,PCS01_APP1.GAI10HJL10CG010_AIR CONTROL DAMPER SUB 1 POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJL11CG010,AIR CONTROL DAMPER SUB 2 POSITION,APP1.HJL11CG010,AIR CONTROL DAMPER SUB 2 POSITION,APP1.HJL11CG010_AIR CONTROL DAMPER SUB 2 POSITION,1,12,%,PCS01_APP1.GAI10HJL11CG010_AIR CONTROL DAMPER SUB 2 POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJN11CG030,ATOM. AIR SUB 1 PCV POSITION,APP1.HJN11CG030,ATOM. AIR SUB 1 PCV POSITION,APP1.HJN11CG030_ATOM. AIR SUB 1 PCV POSITION,1,12,%,PCS01_APP1.GAI10HJN11CG030_ATOM. AIR SUB 1 PCV POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJN11CP001,ATOM AIR PRESSURE AFTER SUB1 PCV,APP1.HJN11CP001,ATOM AIR PRESSURE AFTER SUB1 PCV,APP1.HJN11CP001_ATOM AIR PRESSURE AFTER SUB1 PCV,1,12,barg,PCS01_APP1.GAI10HJN11CP001_ATOM AIR PRESSURE AFTER SUB1 PCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJN12CG030,ATOM. AIR SUB 2 PCV POSITION,APP1.HJN12CG030,ATOM. AIR SUB 2 PCV POSITION,APP1.HJN12CG030_ATOM. AIR SUB 2 PCV POSITION,1,12,%,PCS01_APP1.GAI10HJN12CG030_ATOM. AIR SUB 2 PCV POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HJN12CP001,ATOM AIR PRESSURE AFTER SUB2 PCV,APP1.HJN12CP001,ATOM AIR PRESSURE AFTER SUB2 PCV,APP1.HJN12CP001_ATOM AIR PRESSURE AFTER SUB2 PCV,1,12,barg,PCS01_APP1.GAI10HJN12CP001_ATOM AIR PRESSURE AFTER SUB2 PCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HJN13CG030,ATOM.AIR PCV POSITION BEFORE LANCES,APP1.HJN13CG030,ATOM.AIR PCV POSITION BEFORE LANCES,APP1.HJN13CG030_ATOM.AIR PCV POSITION BEFORE LANCES,1,12,%,PCS01_APP1.GAI10HJN13CG030_ATOM.AIR PCV POSITION BEFORE LANCES_%
BOILER UNIT 1,PCS01_APP1.GAI10HJN13CP001,ATOM PRESSURE AFTER LANCES PCV,APP1.HJN13CP001,ATOM PRESSURE AFTER LANCES PCV,APP1.HJN13CP001_ATOM PRESSURE AFTER LANCES PCV,1,12,barg,PCS01_APP1.GAI10HJN13CP001_ATOM PRESSURE AFTER LANCES PCV_barg
BOILER UNIT 1,PCS01_APP1.GAI10HLA10CT001,P.A FANS COMMON OUTLET TEMP,APP1.HLA10CT001,PA FANS COMMON OUTLET TEMP,APP1.HLA10CT001_PA FANS COMMON OUTLET TEMP,1,12,C,PCS01_APP1.GAI10HLA10CT001_P.A FANS COMMON OUTLET TEMP_C
BOILER UNIT 1,PCS01_APP1.GAI10HLA12CG001,P.A APH BYPASS DAMPER POSITION,APP1.HLA12CG001,PA APH BYPASS DAMPER POSITION,APP1.HLA12CG001_PA APH BYPASS DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLA12CG001_P.A APH BYPASS DAMPER POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HLA15CT001,P.A APH OUTLET TEMP,APP1.HLA15CT001,PA APH OUTLET TEMP,APP1.HLA15CT001_PA APH OUTLET TEMP,1,12,C,PCS01_APP1.GAI10HLA15CT001_P.A APH OUTLET TEMP_C
BOILER UNIT 1,PCS01_APP1.GAI10HLA20CT001,S.A FAN-1 OUTLET TEMP,APP1.HLA20CT001,SA FAN 1 OUTLET TEMP,APP1.HLA20CT001_SA FAN 1 OUTLET TEMP,1,12,C,PCS01_APP1.GAI10HLA20CT001_S.A FAN-1 OUTLET TEMP_C
BOILER UNIT 1,PCS01_APP1.GAI10HLA22CG001,S.A APH BYPASS DAMPER POSITION,APP1.HLA22CG001,SA APH BYPASS DAMPER POSITION,APP1.HLA22CG001_SA APH BYPASS DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLA22CG001_S.A APH BYPASS DAMPER POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HLA25CF001,S.A APH OUTLET FLOW,APP1.HLA25CF001,SA APH OUTLET FLOW,APP1.HLA25CF001_SA APH OUTLET FLOW,1,12,t/hr,PCS01_APP1.GAI10HLA25CF001_S.A APH OUTLET FLOW_t/hr
BOILER UNIT 1,PCS01_APP1.GAI10HLA25CF002,S.A APH OUTLET FLOW,APP1.HLA25CF002,SA APH OUTLET FLOW,APP1.HLA25CF002_SA APH OUTLET FLOW,1,12,t/hr,PCS01_APP1.GAI10HLA25CF002_S.A APH OUTLET FLOW_t/hr
BOILER UNIT 1,PCS01_APP1.GAI10HLA25CG010,SA CONTROL DAMPER POSITION,APP1.HLA25CG010,SA CONTROL DAMPER POSITION,APP1.HLA25CG010_SA CONTROL DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLA25CG010_SA CONTROL DAMPER POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HLA25CT001,S.A APH OUTLET TEMP,APP1.HLA25CT001,SA APH OUTLET TEMP,APP1.HLA25CT001_SA APH OUTLET TEMP,1,12,C,PCS01_APP1.GAI10HLA25CT001_S.A APH OUTLET TEMP_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CG001,S.A FAN-1 INLET DAMPER POSITION,APP1.HLB01CG001,SA FAN 1 INLET DAMPER POSITION,APP1.HLB01CG001_SA FAN 1 INLET DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLB01CG001_S.A FAN-1 INLET DAMPER POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CP001,S.A. FAN-1 DISCHARGE PRESSURE,APP1.HLB01CP001,SA. FAN 1 DISCHARGE PRESSURE,APP1.HLB01CP001_SA. FAN 1 DISCHARGE PRESSURE,1,12,mbar,PCS01_APP1.GAI10HLB01CP001_S.A. FAN-1 DISCHARGE PRESSURE_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT001,SA FAN 1- FAN BRG TEMP -NDE,APP1.HLB01CT,SA FAN 1- FAN BRG TEMP -NDE,APP1.HLB01CT_SA FAN 1- FAN BRG TEMP -NDE,1,12,C,PCS01_APP1.GAI10HLB01CT001_SA FAN 1- FAN BRG TEMP -NDE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT011,SA FAN 1- FAN BRG TEMP - DE,APP1.HLB01CT,SA FAN 1- FAN BRG TEMP - DE,APP1.HLB01CT_SA FAN 1- FAN BRG TEMP - DE,1,12,C,PCS01_APP1.GAI10HLB01CT011_SA FAN 1- FAN BRG TEMP - DE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT101,SA FAN 1- MOTOR BRG TEMP - DE,APP1.HLB01CT,SA FAN 1- MOTOR BRG TEMP - DE,APP1.HLB01CT_SA FAN 1- MOTOR BRG TEMP - DE,1,12,C,PCS01_APP1.GAI10HLB01CT101_SA FAN 1- MOTOR BRG TEMP - DE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT111,SA FAN 1- MOTOR BRG TEMP -NDE,APP1.HLB01CT,SA FAN 1- MOTOR BRG TEMP -NDE,APP1.HLB01CT_SA FAN 1- MOTOR BRG TEMP -NDE,1,12,C,PCS01_APP1.GAI10HLB01CT111_SA FAN 1- MOTOR BRG TEMP -NDE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT151,SA FAN 1 -R PHASE WND TEMP - 01,APP1.HLB01CT,SA FAN 1 -R PHASE WND TEMP - 01,APP1.HLB01CT_SA FAN 1 -R PHASE WND TEMP - 01,1,12,C,PCS01_APP1.GAI10HLB01CT151_SA FAN 1 -R PHASE WND TEMP - 01_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT152,SA FAN 1- Y PHASE WND TEMP - 02,APP1.HLB01CT,SA FAN 1- Y PHASE WND TEMP - 02,APP1.HLB01CT_SA FAN 1- Y PHASE WND TEMP - 02,1,12,C,PCS01_APP1.GAI10HLB01CT152_SA FAN 1- Y PHASE WND TEMP - 02_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB01CT153,SA FAN 1- B PHASE WND TEMP - 03,APP1.HLB01CT,SA FAN 1- B PHASE WND TEMP - 03,APP1.HLB01CT_SA FAN 1- B PHASE WND TEMP - 03,1,12,C,PCS01_APP1.GAI10HLB01CT153_SA FAN 1- B PHASE WND TEMP - 03_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CG001,S.A FAN-2 INLET DAMPER POSITION,APP1.HLB02CG001,SA FAN 2 INLET DAMPER POSITION,APP1.HLB02CG001_SA FAN 2 INLET DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLB02CG001_S.A FAN-2 INLET DAMPER POSITION_%
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CP001,S.A. FAN-2 DISCHARGE PRESSURE,APP1.HLB02CP001,SA. FAN 2 DISCHARGE PRESSURE,APP1.HLB02CP001_SA. FAN 2 DISCHARGE PRESSURE,1,12,mbar,PCS01_APP1.GAI10HLB02CP001_S.A. FAN-2 DISCHARGE PRESSURE_mbar
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT001,SA FAN 2- FAN BRG TEMP -NDE,APP1.HLB02CT001,SA FAN 2- FAN BRG TEMP -NDE,APP1.HLB02CT001_SA FAN 2- FAN BRG TEMP -NDE,1,12,C,PCS01_APP1.GAI10HLB02CT001_SA FAN 2- FAN BRG TEMP -NDE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT011,SA FAN 2- FAN BRG TEMP - DE,APP1.HLB02CT011,SA FAN 2- FAN BRG TEMP - DE,APP1.HLB02CT011_SA FAN 2- FAN BRG TEMP - DE,1,12,C,PCS01_APP1.GAI10HLB02CT011_SA FAN 2- FAN BRG TEMP - DE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT101,SA FAN 2- MOTOR BRG TEMP - DE,APP1.HLB02CT101,SA FAN 2- MOTOR BRG TEMP - DE,APP1.HLB02CT101_SA FAN 2- MOTOR BRG TEMP - DE,1,12,C,PCS01_APP1.GAI10HLB02CT101_SA FAN 2- MOTOR BRG TEMP - DE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT111,SA FAN 2- MOTOR BRG TEMP -NDE,APP1.HLB02CT111,SA FAN 2- MOTOR BRG TEMP -NDE,APP1.HLB02CT111_SA FAN 2- MOTOR BRG TEMP -NDE,1,12,C,PCS01_APP1.GAI10HLB02CT111_SA FAN 2- MOTOR BRG TEMP -NDE_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT151,SA FAN 2 -R PHASE WND TEMP - 02,APP1.HLB02CT151,SA FAN 2 -R PHASE WND TEMP - 02,APP1.HLB02CT151_SA FAN 2 -R PHASE WND TEMP - 02,1,12,C,PCS01_APP1.GAI10HLB02CT151_SA FAN 2 -R PHASE WND TEMP - 02_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT152,SA FAN 2- Y PHASE WND TEMP - 02,APP1.HLB02CT152,SA FAN 2- Y PHASE WND TEMP - 02,APP1.HLB02CT152_SA FAN 2- Y PHASE WND TEMP - 02,1,12,C,PCS01_APP1.GAI10HLB02CT152_SA FAN 2- Y PHASE WND TEMP - 02_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB02CT153,SA FAN 2- B PHASE WND TEMP - 03,APP1.HLB02CT153,SA FAN 2- B PHASE WND TEMP - 03,APP1.HLB02CT153_SA FAN 2- B PHASE WND TEMP - 03,1,12,C,PCS01_APP1.GAI10HLB02CT153_SA FAN 2- B PHASE WND TEMP - 03_C
BOILER UNIT 1,PCS01_APP1.GAI10HLB03CG001,P.A FAN -1 INLET DAMPER POSITION,APP1.HLB03CG001,PA FAN -1 INLET DAMPER POSITION,APP1.HLB03CG001_PA FAN -1 INLET DAMPER POSITION,1,12,%,PCS01_APP1.GAI10HLB03CG001_P.A FAN -1 INLET DAMPER POSITION_%
